customer_id,order_id,order_date,product_category,product_name,region,quantity,unit_price,revenue,year,month,month_name,segment
CUST271343,ORD0024058,2022-04-11,Home Appliances,Desk,Lagos,3,119660,358980,2022,4,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,VIP
CUST099681,ORD0095905,2023-07-29,Home Appliances,Laptop,Rivers,5,212574,1062870,2023,7,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,VIP
CUST015720,ORD0077665,2024-10-09,Home Appliances,Laptop,Abuja,5,154571,772855,2024,10,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,VIP
CUST115612,ORD0083180,2025-02-15,Electronics,Sneakers,Lagos,1,296620,296620,2025,2,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Mid
CUST284006,ORD0055758,2022-05-24,Home Appliances,Laptop,Enugu,5,61868,309340,2022,5,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Mid
CUST181192,ORD0014855,2023-01-29,Home Appliances,Laptop,Port Harcourt,1,203987,203987,2023,1,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Mid
CUST004748,ORD0055020,2024-03-27,Electronics,Desk,Abuja,3,119360,358080,2024,3,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,High
CUST161404,ORD0019417,2024-03-24,Electronics,Blender,Port Harcourt,1,73536,73536,2024,3,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Low
CUST241453,ORD0013194,2023-10-21,Office Supplies,Printer,Abuja,3,117214,351642,2023,10,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Mid
CUST005196,ORD0061283,2025-08-21,Electronics,Laptop,Enugu,1,13274,13274,2025,8,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Low
CUST152351,ORD0022497,2024-03-20,Home Appliances,Sneakers,Kano,4,226156,904624,2024,3,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,VIP
CUST160843,ORD0080360,2023-03-27,Office Supplies,Sneakers,Port Harcourt,2,199167,398334,2023,3,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Mid
CUST113883,ORD0067349,2021-08-07,Fashion,Blender,Port Harcourt,1,10358,10358,2021,8,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Low
CUST068592,ORD0011468,2023-12-05,Office Supplies,Printer,Kano,3,163389,490167,2023,12,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,VIP
CUST277290,ORD0044389,2021-02-03,Electronics,Smartphone,Lagos,1,196454,196454,2021,2,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Mid
CUST178618,ORD0028600,2022-11-18,Electronics,Blender,Lagos,4,200271,801084,2022,11,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,VIP
CUST045709,ORD0008438,2021-10-26,Fashion,Printer,Kano,5,216009,1080045,2021,10,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,VIP
CUST091541,ORD0051181,2021-12-03,Office Supplies,Laptop,Enugu,1,288312,288312,2021,12,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Mid
CUST184668,ORD0095262,2025-06-14,Fashion,Smartphone,Ibadan,1,283982,283982,2025,6,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Mid
CUST256585,ORD0099438,2022-11-25,Office Supplies,Sneakers,Rivers,3,243628,730884,2022,11,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,High
CUST060068,ORD0012670,2023-09-06,Electronics,Blender,Ibadan,3,19610,58830,2023,9,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Low
CUST151436,ORD0082725,2022-11-26,Fashion,Smartphone,Ibadan,4,11432,45728,2022,11,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,High
CUST268832,ORD0073982,2022-03-13,Electronics,Desk,Enugu,3,268139,804417,2022,3,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,VIP
CUST268294,ORD0052561,2021-07-14,Fashion,Blender,Ibadan,1,13089,13089,2021,7,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Low
CUST159386,ORD0042678,2022-07-03,Home Appliances,Sneakers,Enugu,5,143523,717615,2022,7,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,High
CUST134176,ORD0094062,2021-08-05,Electronics,Blender,Lagos,5,40068,200340,2021,8,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Mid
CUST207790,ORD0084223,2021-08-03,Home Appliances,Laptop,Kano,2,252089,504178,2021,8,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,High
CUST007115,ORD0028922,2022-09-23,Fashion,Tablet,Kano,1,78916,78916,2022,9,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Low
CUST079165,ORD0009410,2022-11-16,Office Supplies,Smartphone,Lagos,2,250437,500874,2022,11,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,High
CUST022660,ORD0031658,2025-08-21,Electronics,Tablet,Ibadan,1,273495,273495,2025,8,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Mid
CUST298207,ORD0059869,2021-04-29,Office Supplies,Tablet,Enugu,2,149561,299122,2021,4,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,VIP
CUST190220,ORD0037340,2023-06-01,Office Supplies,Laptop,Abuja,2,227293,454586,2023,6,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,High
CUST172904,ORD0007425,2025-02-23,Home Appliances,Sneakers,Port Harcourt,2,296857,593714,2025,2,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,VIP
CUST136598,ORD0051731,2025-09-28,Fashion,Blender,Kano,5,117083,585415,2025,9,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,High
CUST041573,ORD0034857,2024-07-13,Home Appliances,Laptop,Kano,5,25758,128790,2024,7,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Low
CUST000618,ORD0025225,2022-03-20,Electronics,Smartphone,Kano,5,290517,1452585,2022,3,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,VIP
CUST067149,ORD0051341,2023-03-21,Electronics,Laptop,Lagos,1,177699,177699,2023,3,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,VIP
CUST161990,ORD0026850,2022-03-19,Office Supplies,Printer,Ibadan,5,81040,405200,2022,3,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,High
CUST009073,ORD0090593,2023-01-12,Office Supplies,Printer,Kano,3,139884,419652,2023,1,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Mid
CUST071390,ORD0085578,2024-06-13,Fashion,Blender,Kano,1,140999,140999,2024,6,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Low
CUST161933,ORD0084429,2023-12-15,Home Appliances,Laptop,Rivers,3,208772,626316,2023,12,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,VIP
CUST118042,ORD0086763,2023-07-19,Fashion,Laptop,Lagos,3,137093,411279,2023,7,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Mid
CUST096075,ORD0092766,2025-09-05,Fashion,Smartphone,Rivers,2,266957,533914,2025,9,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,High
CUST050972,ORD0078417,2022-08-25,Fashion,Printer,Kano,4,257970,1031880,2022,8,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,VIP
CUST091340,ORD0078993,2022-12-25,Fashion,Smartphone,Port Harcourt,2,175395,350790,2022,12,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Mid
CUST010893,ORD0036073,2022-12-22,Home Appliances,Smartphone,Port Harcourt,2,100581,201162,2022,12,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Mid
CUST266922,ORD0029600,2021-10-27,Home Appliances,Sneakers,Enugu,2,182602,365204,2021,10,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Mid
CUST157834,ORD0094983,2021-03-24,Fashion,Tablet,Kano,1,240451,240451,2021,3,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,High
CUST255417,ORD0009901,2023-02-11,Home Appliances,Tablet,Abuja,3,51437,154311,2023,2,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Mid
CUST272740,ORD0098546,2023-04-07,Home Appliances,Sneakers,Port Harcourt,1,12263,12263,2023,4,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,High
CUST022625,ORD0044590,2021-08-05,Electronics,Tablet,Port Harcourt,3,274246,822738,2021,8,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,VIP
CUST288431,ORD0093132,2021-06-26,Home Appliances,Printer,Lagos,3,226322,678966,2021,6,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,High
CUST039289,ORD0020014,2025-07-06,Office Supplies,Printer,Abuja,2,234146,468292,2025,7,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,VIP
CUST096285,ORD0045300,2023-08-19,Electronics,Printer,Lagos,1,76477,76477,2023,8,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,High
CUST080885,ORD0045233,2024-08-17,Fashion,Laptop,Lagos,1,155826,155826,2024,8,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Low
CUST010681,ORD0014544,2023-04-25,Office Supplies,Sneakers,Kano,3,288842,866526,2023,4,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,VIP
CUST291543,ORD0050349,2024-02-29,Fashion,Smartphone,Port Harcourt,1,20820,20820,2024,2,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Low
CUST103414,ORD0093378,2024-07-23,Office Supplies,Laptop,Enugu,3,49377,148131,2024,7,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Low
CUST039427,ORD0081774,2021-04-24,Electronics,Sneakers,Kano,2,134551,269102,2021,4,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Mid
CUST016621,ORD0043883,2022-10-07,Fashion,Smartphone,Ibadan,4,130483,521932,2022,10,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,High
CUST036377,ORD0053247,2025-01-26,Home Appliances,Laptop,Port Harcourt,2,20415,40830,2025,1,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,High
CUST158762,ORD0062214,2025-06-21,Home Appliances,Printer,Lagos,4,172102,688408,2025,6,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,VIP
CUST051994,ORD0011784,2021-10-16,Office Supplies,Desk,Port Harcourt,3,77064,231192,2021,10,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Mid
CUST273083,ORD0081360,2024-05-10,Home Appliances,Laptop,Lagos,3,36292,108876,2024,5,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Mid
CUST204884,ORD0030610,2022-02-20,Home Appliances,Printer,Enugu,1,15338,15338,2022,2,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Low
CUST184169,ORD0018106,2021-01-10,Office Supplies,Laptop,Lagos,2,228268,456536,2021,1,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,High
CUST126909,ORD0026758,2023-12-20,Fashion,Laptop,Enugu,5,206199,1030995,2023,12,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,VIP
CUST007744,ORD0095721,2025-03-24,Office Supplies,Sneakers,Abuja,5,17870,89350,2025,3,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Low
CUST004195,ORD0092578,2025-09-11,Office Supplies,Blender,Ibadan,5,200675,1003375,2025,9,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,VIP
CUST241174,ORD0070857,2023-11-16,Fashion,Laptop,Kano,2,13049,26098,2023,11,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Low
CUST293751,ORD0054357,2021-12-30,Fashion,Printer,Port Harcourt,4,274715,1098860,2021,12,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,VIP
CUST267952,ORD0025620,2023-06-07,Fashion,Tablet,Lagos,3,220050,660150,2023,6,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,High
CUST193448,ORD0028572,2022-06-10,Office Supplies,Desk,Ibadan,4,101648,406592,2022,6,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,High
CUST170807,ORD0055368,2021-05-14,Office Supplies,Tablet,Ibadan,5,7417,37085,2021,5,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Low
CUST165800,ORD0067428,2024-04-04,Office Supplies,Laptop,Ibadan,5,115053,575265,2024,4,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,High
CUST147793,ORD0080819,2022-07-04,Home Appliances,Tablet,Lagos,4,273299,1093196,2022,7,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,VIP
CUST138475,ORD0059596,2023-07-13,Home Appliances,Desk,Port Harcourt,3,240393,721179,2023,7,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,VIP
CUST181567,ORD0039672,2022-01-16,Office Supplies,Printer,Lagos,3,201462,604386,2022,1,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,High
CUST092919,ORD0079319,2023-04-09,Office Supplies,Tablet,Rivers,4,100672,402688,2023,4,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Mid
CUST122251,ORD0053641,2023-09-06,Electronics,Desk,Abuja,3,60655,181965,2023,9,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Low
CUST085962,ORD0061026,2022-11-27,Home Appliances,Tablet,Rivers,2,181725,363450,2022,11,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Mid
CUST118385,ORD0012369,2023-06-03,Electronics,Laptop,Rivers,3,79738,239214,2023,6,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Mid
CUST173502,ORD0005805,2024-03-12,Office Supplies,Smartphone,Rivers,3,208350,625050,2024,3,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,High
CUST282248,ORD0000908,2021-12-15,Office Supplies,Blender,Lagos,1,200683,200683,2021,12,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Mid
CUST030280,ORD0040061,2023-12-30,Fashion,Tablet,Abuja,4,38237,152948,2023,12,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Low
CUST160102,ORD0078511,2025-04-19,Office Supplies,Sneakers,Enugu,1,230885,230885,2025,4,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Mid
CUST159693,ORD0077909,2021-03-06,Home Appliances,Laptop,Ibadan,2,106694,213388,2021,3,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Mid
CUST181878,ORD0012799,2021-04-06,Home Appliances,Blender,Kano,3,190040,570120,2021,4,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,High
CUST103897,ORD0044707,2021-06-24,Home Appliances,Tablet,Abuja,1,15719,15719,2021,6,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Low
CUST202383,ORD0017539,2025-10-14,Office Supplies,Laptop,Enugu,4,64652,258608,2025,10,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Mid
CUST246577,ORD0037338,2025-08-31,Electronics,Sneakers,Port Harcourt,3,253014,759042,2025,8,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,High
CUST113013,ORD0006338,2022-05-20,Home Appliances,Desk,Kano,3,149325,447975,2022,5,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,High
CUST054016,ORD0064793,2024-08-24,Home Appliances,Sneakers,Abuja,4,114466,457864,2024,8,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,High
